,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,22,WSC,BAA,,11,,7,12,,,5,27
1949-50,23,TOT,NBA,,10,,11,14,,,4,27
1949-50,23,TRI,NBA,,10,,11,14,,,4,27
1953-54,27,TOT,NBA,,12,20,8,10,,10,5,28
1953-54,27,BOS,NBA,,12,20,8,10,,10,5,28
1954-55,28,BOS,NBA,,10,,4,,,,6,22
1955-56,29,BOS,NBA,,7,15,4,4,18,8,5,18
1956-57,30,BOS,NBA,,5,11,1,1,4,,4,11
1957-58,31,BOS,NBA,,6,19,3,3,8,,6,15
Career,,,TOT,,12,,11,,,,6,28
,,,NBA,,12,,11,,,,6,28
,,,BAA,,11,,7,12,,,5,27
,,,,,,,,,,,,
5 Seasons,,BOS,NBA,,12,,8,,,,6,28
1 Season,,WSC,BAA,,11,,7,12,,,5,27
1 Season,,TRI,NBA,,10,,11,14,,,4,27
