Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,22,WSC,BAA,PF,11,NA,NA,0.453,0.336,NA,NA,NA,NA,NA,1.1,0.6,1.7,NA
1949-50,23,TRI,NBA,PF,3,NA,NA,0.401,0.517,NA,NA,NA,NA,NA,0,0.1,0.1,NA
1953-54,27,BOS,NBA,PF,6,211,25.6,0.564,0.528,NA,NA,NA,36.4,NA,0.8,0.2,1,0.234
1954-55,28,BOS,NBA,PF,7,231,10.3,0.415,0.198,NA,NA,NA,14.9,NA,0,-0.1,-0.1,-0.024
1955-56,29,BOS,NBA,PF,3,100,17,0.432,0.233,NA,NA,NA,16.8,NA,0,0.2,0.2,0.118
1956-57,30,BOS,NBA,PF,10,117,6.3,0.415,0.125,NA,NA,NA,8.8,NA,0,0.2,0.2,0.079
1957-58,31,BOS,NBA,PF,11,148,10.3,0.376,0.152,NA,NA,NA,8.4,NA,-0.1,0.3,0.1,0.046
Career,NA,,TOT,,51,807,14.6,0.444,0.313,NA,NA,NA,18.7,NA,1.8,1.5,3.3,0.089
,NA,,NBA,,40,807,14.6,0.44,0.304,NA,NA,NA,18.7,NA,0.7,0.9,1.6,0.089
,NA,,BAA,,11,NA,NA,0.453,0.336,NA,NA,NA,NA,NA,1.1,0.6,1.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,37,807,14.6,0.448,0.262,NA,NA,NA,18.7,NA,0.7,0.8,1.5,0.089
1 season,NA,WSC,BAA,,11,NA,NA,0.453,0.336,NA,NA,NA,NA,NA,1.1,0.6,1.7,NA
1 season,NA,TRI,NBA,,3,NA,NA,0.401,0.517,NA,NA,NA,NA,NA,0,0.1,0.1,NA
