Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,25,DLC,ABA,NA,1,2,-10.4,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.016
Career,NA,,ABA,NA,1,2,-10.4,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.016
