,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1961-62,24,CIN,NBA,,9,,9,,,,,22
1962-63,25,CIN,NBA,,0,,2,2,,0,1,2
Career,,,,,9,,9,,,,,22
