Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24,TEX,ABA,C,4,NA,55,4.6,15.1,0.304,0.7,0.7,1,3.9,14.4,0.273,3.3,4.6,0.714,5.9,3.3,9.2,2,1.3,3.9,13.1
Career,NA,,ABA,,4,NA,55,4.6,15.1,0.304,0.7,0.7,1,3.9,14.4,0.273,3.3,4.6,0.714,5.9,3.3,9.2,2,1.3,3.9,13.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,TEX,ABA,,4,NA,55,4.6,15.1,0.304,0.7,0.7,1,3.9,14.4,0.273,3.3,4.6,0.714,5.9,3.3,9.2,2,1.3,3.9,13.1
