Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24,TOT,ABA,C,62,NA,739,6.1,17,0.362,0,0.1,0,6.1,16.9,0.364,3.6,5.5,0.652,4,6,10,2,2.1,6.7,15.8
1970-71,24,TEX,ABA,C,29,NA,517,6.3,16.3,0.389,0,0,NA,6.3,16.3,0.389,3.3,4.9,0.686,4.2,5.6,9.8,1.8,1.9,4.9,16
1970-71,24,KEN,ABA,C,33,NA,222,5.7,18.5,0.307,0,0.3,0,5.7,18.2,0.313,4.1,6.8,0.595,3.6,7,10.5,2.4,2.8,10.9,15.4
Career,NA,,ABA,,62,NA,739,6.1,17,0.362,0,0.1,0,6.1,16.9,0.364,3.6,5.5,0.652,4,6,10,2,2.1,6.7,15.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,33,NA,222,5.7,18.5,0.307,0,0.3,0,5.7,18.2,0.313,4.1,6.8,0.595,3.6,7,10.5,2.4,2.8,10.9,15.4
1 season,NA,TEX,ABA,,29,NA,517,6.3,16.3,0.389,0,0,NA,6.3,16.3,0.389,3.3,4.9,0.686,4.2,5.6,9.8,1.8,1.9,4.9,16
