,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1976-77,23,WSB,NBA,,4,8,4,5,,,6,1,,,,4,12,
1977-78,24,WSB,NBA,,8,,10,10,,,,,,,,,18,
Career,,,,,8,,10,10,,,,,,,,,18,
