,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1998-99,19,DUKE,39,691,137,261,29,84,111,155,,151,59,29,15,80,99,414,.525,.345,.716,17.7,10.6,3.9,1.5
Career,,,39,691,137,261,29,84,111,155,,151,59,29,15,80,99,414,.525,.345,.716,17.7,10.6,3.9,1.5
