,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,LAC,NBA,SF,69,1359,.462,9.4,.885,.388,.170,.140,.187,.115,.483,.677,.337,.265,.374,.304,.519,.066,31,.941,.339,.316,0,0
2001-02,22,LAC,NBA,SG,63,1615,.443,12.7,.738,.338,.104,.068,.228,.262,.483,.603,.273,.389,.430,.331,.656,.092,44,1.000,.245,.382,0,0
2002-03,23,LAC,NBA,SG,64,2006,.444,13.1,.771,.336,.078,.057,.300,.229,.471,.646,.283,.250,.366,.350,.623,.078,57,.855,.136,.250,1,0
2003-04,24,LAC,NBA,SF,73,2628,.447,12.7,.772,.354,.078,.073,.267,.228,.482,.655,.291,.405,.330,.329,.578,.058,55,.934,.078,.278,2,0
2004-05,25,LAC,NBA,SG,66,2436,.431,13.6,.830,.281,.077,.095,.376,.170,.457,.567,.355,.447,.399,.304,.655,.030,28,.863,.161,.296,3,0
2005-06,26,LAC,NBA,SF,32,943,.445,13.8,.811,.269,.075,.107,.360,.189,.470,.624,.357,.400,.400,.338,.664,.035,10,1.000,.183,.692,2,0
2006-07,27,LAC,NBA,SF,75,2291,.454,11.9,.920,.337,.087,.089,.407,.080,.476,.625,.300,.306,.429,.200,.638,.022,18,1.000,.062,.250,4,0
2007-08,28,LAC,NBA,SF,70,2502,.458,12.8,.797,.316,.106,.085,.290,.203,.477,.671,.321,.329,.366,.384,.600,.040,37,.897,.099,.300,4,1
2008-09,29,GSW,NBA,PF,51,1588,.461,11.7,.850,.331,.151,.107,.260,.150,.497,.662,.344,.426,.406,.253,.522,.052,32,1.000,.147,.500,3,0
2009-10,30,GSW,NBA,PF,70,2081,.516,10.1,.944,.409,.113,.091,.331,.056,.531,.685,.330,.383,.451,.260,.577,.053,45,1.000,.320,.375,2,0
2010-11,31,MIL,NBA,SF,67,1401,.453,13.5,.860,.267,.093,.091,.410,.140,.468,.611,.404,.294,.428,.359,.604,.020,11,.964,.346,.148,1,0
2011-12,32,CHA,NBA,SF,32,881,.373,13.3,.823,.298,.099,.051,.375,.177,.375,.568,.243,.368,.257,.364,.678,.040,14,1.000,.288,.474,0,0
2012-13,33,DET,NBA,SF,18,257,.355,15.2,.724,.158,.184,.066,.316,.276,.400,.583,.429,.000,.375,.238,.545,.000,0,.800,.333,.286,0,0
Career,,,NBA,,750,21988,.452,12.4,.833,.329,.101,.087,.316,.167,.477,.640,.324,.357,.391,.325,.604,.048,382,.931,.170,.339,22,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,LAC,NBA,,512,15780,.448,12.6,.814,.327,.093,.086,.308,.186,.474,.635,.314,.353,.386,.331,.615,.050,280,.918,.143,.340,16,1
2 seasons,,GSW,NBA,,121,3669,.493,10.8,.905,.376,.129,.098,.301,.095,.518,.677,.337,.403,.434,.255,.556,.053,77,1.000,.207,.433,5,0
1 season,,MIL,NBA,,67,1401,.453,13.5,.860,.267,.093,.091,.410,.140,.468,.611,.404,.294,.428,.359,.604,.020,11,.964,.346,.148,1,0
1 season,,CHA,NBA,,32,881,.373,13.3,.823,.298,.099,.051,.375,.177,.375,.568,.243,.368,.257,.364,.678,.040,14,1.000,.288,.474,0,0
1 season,,DET,NBA,,18,257,.355,15.2,.724,.158,.184,.066,.316,.276,.400,.583,.429,.000,.375,.238,.545,.000,0,.800,.333,.286,0,0
