Season,Team,Lg,Salary
1999-00,Atlanta Hawks,NBA,"$1,025,880"
2000-01,Atlanta Hawks,NBA,"$1,102,800"
2001-02,Atlanta Hawks,NBA,"$1,179,720"
Career,(may be incomplete),,"$3,308,400"
