,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,21,WAS,NBA,SF,30,343,,2%,80%,14%,4%,+0.2,+1.8,4,6,9,2,14,0,37,4,9
2002-03,22,WAS,NBA,SG,36,378,,41%,55%,3%,,-0.4,+0.8,3,1,26,2,13,0,41,3,15
2003-04,23,LAC,NBA,SF,56,1376,,9%,71%,20%,,-2.5,+4.0,28,16,63,17,70,0,211,15,43
2004-05,24,LAC,NBA,SF,75,2799,,1%,91%,8%,,+0.8,+5.3,62,30,82,27,94,0,432,18,45
2005-06,25,MIL,NBA,SF,75,2538,,,87%,13%,,+0.5,+4.8,36,22,98,40,66,16,381,10,49
2007-08,27,MIL,NBA,SF,70,1521,,2%,89%,9%,,-8.1,-1.0,35,8,55,16,31,4,175,2,16
2008-09,28,NJN,NBA,SF,71,1729,,9%,80%,11%,,+0.1,+5.1,28,11,87,7,26,7,206,5,16
2009-10,29,NJN,NBA,PF,23,395,,,28%,72%,,-7.0,+3.5,6,6,30,2,5,2,31,1,4
2010-11,30,SAS,NBA,SF,2,16,,,25%,75%,,+17.5,+11.0,0,0,1,0,0,0,4,0,0
2011-12,31,LAC,NBA,SF,28,418,,,86%,14%,,-1.1,-4.6,1,2,17,5,2,1,26,1,6
Career,,,NBA,,466,11513,,4%,82%,14%,,-1.3,+3.5,203,102,468,118,321,30,1544,59,203
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,159,4593,,3%,85%,12%,,-0.4,+4.0,91,48,162,49,166,1,669,34,94
2 seasons,,MIL,NBA,,145,4059,,1%,88%,12%,,-2.7,+2.7,71,30,153,56,97,20,556,12,65
2 seasons,,NJN,NBA,,94,2124,,8%,70%,22%,,-1.2,+4.8,34,17,117,9,31,9,237,6,20
2 seasons,,WAS,NBA,,66,721,,23%,67%,9%,2%,-0.1,+1.3,7,7,35,4,27,0,78,7,24
1 season,,SAS,NBA,,2,16,,,25%,75%,,+17.5,+11.0,0,0,1,0,0,0,4,0,0
