Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1990-91,24,CLE,NBA,PF,81,1661,10.9,0.491,0.12,0.236,6.9,13,10,13,1.3,0.9,14.5,21.8,NA,-0.4,1.3,1,0.028,NA,-2.9,-1,-4,-0.8
1991-92,25,CLE,NBA,PF,68,937,11.2,0.48,0.146,0.223,6.6,18.3,12.7,11.1,1.2,0.9,11.3,18.9,NA,0.3,1,1.3,0.067,NA,-3.1,-0.7,-3.9,-0.4
1992-93,26,CLE,NBA,PF,76,1461,14,0.563,0.179,0.246,6.6,14.9,10.9,13.2,1,2,14,18,NA,1.8,1.8,3.6,0.118,NA,-0.4,0.2,-0.2,0.7
1993-94,27,CLE,NBA,PF,70,965,12,0.496,0.153,0.129,5.6,11.3,8.5,12.1,1.5,1.5,10.4,18.3,NA,0.7,1,1.7,0.084,NA,-1.3,0,-1.4,0.2
1994-95,28,CLE,NBA,PF,82,1290,16,0.572,0.466,0.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,NA,2.3,1.5,3.9,0.144,NA,2.2,0.4,2.6,1.5
1995-96,29,CLE,NBA,PF,82,2680,14.2,0.557,0.395,0.146,3.5,12,7.7,13.2,1.2,1.2,11.1,20.7,NA,3.2,2.3,5.5,0.098,NA,0.6,-0.7,-0.1,1.3
1996-97,30,CLE,NBA,PF,82,2633,11.7,0.523,0.358,0.11,4,12.8,8.3,10.4,1.2,1.1,10.1,17.6,NA,2.2,3.4,5.6,0.102,NA,-0.6,0.2,-0.4,1
1997-98,31,CLE,NBA,PF,69,1034,7.5,0.479,0.346,0.14,2.8,10.6,6.8,9.5,1.3,1.2,14.9,15.9,NA,-0.4,1.4,1,0.049,NA,-3,0.7,-2.3,-0.1
1998-99,32,CLE,NBA,PF,50,1058,11,0.562,0.328,0.111,1.9,10.3,6.1,9.7,1.2,0.8,11.2,16.1,NA,1,0.7,1.7,0.077,NA,-0.8,-0.7,-1.4,0.2
1999-00,33,CLE,NBA,PF,63,1326,11.8,0.571,0.197,0.15,4.6,15.6,10,8.3,0.8,1.3,12,15.1,NA,1.6,1.1,2.7,0.099,NA,-1.1,-0.2,-1.4,0.2
2000-01,34,SAS,NBA,SF,80,1688,10.1,0.577,0.416,0.08,3.9,10.7,7.5,6.8,0.9,0.9,11.4,12.2,NA,2.1,2,4.1,0.117,NA,-0.6,0.6,0,0.8
2001-02,35,SAS,NBA,SF,50,799,11.2,0.594,0.559,0.203,2.2,10.4,6.5,9.4,1.1,0.8,10.2,12.5,NA,1.4,0.9,2.3,0.14,NA,-0.2,0.6,0.4,0.5
2002-03,36,SAS,NBA,SF,64,601,5.1,0.459,0.484,0.105,4,10.1,7.2,5.3,0.6,1,17.2,12.1,NA,-0.2,0.6,0.3,0.028,NA,-3.1,-0.1,-3.2,-0.2
Career,NA,,NBA,,917,18133,11.8,0.536,0.307,0.159,4.3,12.5,8.4,10.9,1.1,1.2,11.9,17.6,NA,15.7,19,34.8,0.092,NA,-0.9,-0.1,-0.9,4.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,CLE,NBA,,723,15045,12.3,0.533,0.285,0.165,4.5,12.9,8.7,11.7,1.2,1.2,11.8,18.7,NA,12.5,15.5,28,0.089,NA,-0.8,-0.2,-1,3.7
3 seasons,NA,SAS,NBA,,194,3088,9.4,0.56,0.466,0.117,3.5,10.5,7.2,7.2,0.9,0.9,12.2,12.3,NA,3.2,3.6,6.8,0.106,NA,-1,0.5,-0.5,1.2
