,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1990-91,24,CLE,NBA,,8,16,2,4,8,14,7,8,5,11,14,6,3,3,8,6,21,17.4
1991-92,25,CLE,NBA,,6,12,3,4,6,9,9,10,5,11,16,5,2,2,3,5,15,13.7
1992-93,26,CLE,NBA,,7,13,4,5,6,11,6,6,5,8,10,7,3,3,3,6,18,17.7
1993-94,27,CLE,NBA,,9,16,3,5,8,14,5,6,3,7,8,4,3,2,4,4,21,16.2
1994-95,28,CLE,NBA,,7,17,5,10,5,10,8,8,2,6,7,5,3,2,3,5,24,20.6
1995-96,29,CLE,NBA,,12,21,8,10,9,14,6,7,5,6,11,7,4,4,5,6,32,26.5
1996-97,30,CLE,NBA,49:03,10,20,4,7,9,16,6,6,3,8,9,8,3,2,5,6,23,20.2
1997-98,31,CLE,NBA,37:52,6,9,3,5,5,8,4,4,2,7,9,4,3,2,4,5,15,17.0
1998-99,32,CLE,NBA,40:40,9,15,3,6,6,11,4,4,3,7,8,4,3,2,3,5,22,20.1
1999-00,33,CLE,NBA,40:08,8,13,3,4,7,10,8,8,3,9,9,4,2,3,3,6,19,18.3
2000-01,34,SAS,NBA,39:34,6,12,4,7,5,7,5,6,3,6,8,4,5,2,4,6,16,13.7
2001-02,35,SAS,NBA,31:25,5,11,4,7,3,6,4,4,2,6,7,5,2,2,2,5,18,15.7
2002-03,36,SAS,NBA,26:08,3,9,2,6,3,8,2,3,3,7,9,2,1,2,2,3,10,7.8
Career,,,,49:03,12,21,8,10,9,16,9,10,5,11,16,8,5,4,8,6,32,26.5
10 Seasons,,CLE,NBA,49:03,12,21,8,10,9,16,9,10,5,11,16,8,4,4,8,6,32,26.5
3 Seasons,,SAS,NBA,39:34,6,12,4,7,5,8,5,6,3,7,9,5,5,2,4,6,18,15.7
