Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24,FLO,ABA,SG,59,NA,490,5.3,12.6,0.419,0.1,0.2,0.333,5.2,12.4,0.42,3,4,0.759,1.4,2.5,3.9,3.5,3.4,7,13.7
Career,NA,,ABA,,59,NA,490,5.3,12.6,0.419,0.1,0.2,0.333,5.2,12.4,0.42,3,4,0.759,1.4,2.5,3.9,3.5,3.4,7,13.7
