Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,25,UTA,NBA,PF,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,26,UTA,NBA,PF,1,0,18:30,7,15,0.467,0,0,NA,0,2,0,4,10,0,0,0,1,0,14
Career,NA,,NBA,,1,0,19,7,15,0.467,0,0,NA,0,2,0,4,10,0,0,0,1,0,14
