,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2017-18,22,HOU,NBA,C,18,124,.188,16.8,.406,.219,.094,.094,.000,.594,.308,.429,.333,.000,,.105,.750,.031,1,1.000,.158,.333,0,0
2018-19,23,HOU,NBA,PF,1,1,1.000,1.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,1.000,1,,,,0,0
Career,,,NBA,,19,125,.212,16.3,.424,.242,.091,.091,.000,.576,.357,.500,.333,.000,,.105,.800,.061,2,1.000,.158,.333,0,0
