,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,GSW,NBA,PG,2,7,71%,29%,,,,-18.6,-9.0,0,0,0,0,0,0,2,0,0
2001-02,26,SEA,NBA,PG,13,176,60%,40%,,,,+15.7,+12.9,1,0,5,0,3,0,55,1,5
2002-03,27,NOH,NBA,PG,2,12,100%,,,,,+0.2,-2.1,0,0,0,0,0,0,3,0,0
2003-04,28,LAC,NBA,PG,4,48,50%,50%,,,,-27.7,-22.9,0,4,1,0,2,0,8,0,2
2004-05,29,UTA,NBA,PG,17,227,62%,38%,,,,-10.3,-5.5,11,1,13,0,9,0,94,2,4
2005-06,30,CHI,NBA,PG,5,22,40%,43%,17%,,,+19.6,+18.7,1,0,0,0,0,0,2,0,2
2006-07,31,SEA,NBA,PG,4,26,100%,,,,,-88.9,-86.1,1,0,2,0,0,0,8,0,0
Career,,,NBA,,47,518,62%,37%,1%,,,-5.6,-3.8,14,5,21,0,14,0,172,3,13
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SEA,NBA,,17,202,65%,35%,,,,+2.3,+0.1,2,0,7,0,3,0,63,1,5
1 season,,UTA,NBA,,17,227,62%,38%,,,,-10.3,-5.5,11,1,13,0,9,0,94,2,4
1 season,,CHI,NBA,,5,22,40%,43%,17%,,,+19.6,+18.7,1,0,0,0,0,0,2,0,2
1 season,,LAC,NBA,,4,48,50%,50%,,,,-27.7,-22.9,0,4,1,0,2,0,8,0,2
1 season,,GSW,NBA,,2,7,71%,29%,,,,-18.6,-9.0,0,0,0,0,0,0,2,0,0
1 season,,NOH,NBA,,2,12,100%,,,,,+0.2,-2.1,0,0,0,0,0,0,3,0,0
