,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,24,PHO,NBA,SF,16,377,,1%,98%,2%,,+14.1,+16.3,6,1,17,0,12,1,70,7,7
2013-14,28,LAC,NBA,SF,7,45,,,79%,21%,,-9.8,-12.0,0,0,1,0,0,0,6,0,0
2014-15,29,MIL,NBA,SG,6,110,,19%,77%,4%,,+1.4,+21.5,3,2,9,0,2,0,18,1,3
2018-19,33,BRK,NBA,PF,4,82,,,23%,70%,7%,+3.9,+21.2,3,0,5,1,1,2,24,0,0
Career,,,NBA,,33,614,,4%,83%,13%,1%,+8.7,+15.8,12,3,32,1,15,3,118,8,10
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHO,NBA,,16,377,,1%,98%,2%,,+14.1,+16.3,6,1,17,0,12,1,70,7,7
1 season,,LAC,NBA,,7,45,,,79%,21%,,-9.8,-12.0,0,0,1,0,0,0,6,0,0
1 season,,MIL,NBA,,6,110,,19%,77%,4%,,+1.4,+21.5,3,2,9,0,2,0,18,1,3
1 season,,BRK,NBA,,4,82,,,23%,70%,7%,+3.9,+21.2,3,0,5,1,1,2,24,0,0
