,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,22,CHA,NBA,41:59,8,14,1,3,8,13,8,12,7,11,18,4,4,2,3,6,19,18.9
2008-09,23,TOT,NBA,38:35,7,13,4,8,6,10,5,6,6,7,11,6,5,2,5,6,17,14.3
2008-09,23,CHA,NBA,38:35,6,10,1,3,6,10,4,4,4,6,7,4,3,1,3,6,13,13.7
2008-09,23,PHO,NBA,29:26,7,13,4,8,6,9,5,6,6,7,11,6,5,2,5,5,17,14.3
2009-10,24,PHO,NBA,48:37,7,14,6,8,5,8,6,6,4,8,12,5,4,2,3,6,20,24.1
2010-11,25,PHO,NBA,43:16,11,16,7,10,7,13,7,9,5,8,12,5,5,2,4,5,33,31.6
2011-12,26,PHO,NBA,41:52,10,16,4,7,8,13,8,10,5,8,11,4,3,3,5,5,28,26.0
2012-13,27,PHO,NBA,43:18,11,17,5,8,7,12,9,10,6,6,10,10,3,2,6,5,36,29.3
2013-14,28,LAC,NBA,39:14,8,15,6,9,5,7,6,6,2,5,7,5,4,2,3,5,21,19.0
2014-15,29,MIL,NBA,40:50,10,12,5,7,6,9,5,6,3,8,9,7,4,1,5,5,24,25.8
2015-16,30,WAS,NBA,41:28,7,12,6,10,6,8,6,7,4,9,9,6,4,2,4,6,19,21.1
2016-17,31,PHO,NBA,35:07,8,14,4,11,5,8,4,5,2,8,9,10,3,2,3,6,19,16.9
2017-18,32,PHO,NBA,31:55,4,8,3,5,3,4,4,4,2,9,9,9,2,2,3,5,13,13.9
2018-19,33,BRK,NBA,37:32,6,9,4,7,5,5,6,6,4,6,6,4,3,2,3,5,16,16.9
2019-20,34,LAL,NBA,22:43,3,6,3,4,1,3,2,2,1,4,5,4,2,1,2,5,9,9.6
Career,,,,48:37,11,17,7,11,8,13,9,12,7,11,18,10,5,3,6,6,36,31.6
7 Seasons,,PHO,NBA,48:37,11,17,7,11,8,13,9,10,6,9,12,10,5,3,6,6,36,31.6
2 Seasons,,CHA,NBA,41:59,8,14,1,3,8,13,8,12,7,11,18,4,4,2,3,6,19,18.9
1 Season,,WAS,NBA,41:28,7,12,6,10,6,8,6,7,4,9,9,6,4,2,4,6,19,21.1
1 Season,,LAC,NBA,39:14,8,15,6,9,5,7,6,6,2,5,7,5,4,2,3,5,21,19.0
1 Season,,MIL,NBA,40:50,10,12,5,7,6,9,5,6,3,8,9,7,4,1,5,5,24,25.8
1 Season,,BRK,NBA,37:32,6,9,4,7,5,5,6,6,4,6,6,4,3,2,3,5,16,16.9
1 Season,,LAL,NBA,22:43,3,6,3,4,1,3,2,2,1,4,5,4,2,1,2,5,9,9.6
