,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,21,LAS,ABA,,10,,0,,,,11,20,,,,,,,31
1969-70,22,NYA,ABA,,2,,0,,,,6,11,,,,,,,10
Career,,,,,10,,0,,,,11,20,,,,,,,31
1 Season,,LAS,ABA,,10,,0,,,,11,20,,,,,,,31
1 Season,,NYA,ABA,,2,,0,,,,6,11,,,,,,,10
