Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,21,LAS,ABA,C,58,NA,1317,5,12,0.419,0,0,0,5,12,0.42,4.3,8,0.538,3,5.7,8.7,1.4,3.5,5.4,14.4
1969-70,22,NYA,ABA,C,4,NA,74,2.9,11.7,0.25,0,0,NA,2.9,11.7,0.25,2.9,5.8,0.5,5.4,6.8,12.2,0,1.5,7.3,8.8
Career,NA,,ABA,,62,NA,1391,4.9,12,0.41,0,0,0,4.9,12,0.411,4.2,7.9,0.536,3.2,5.8,8.9,1.3,3.4,5.5,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAS,ABA,,58,NA,1317,5,12,0.419,0,0,0,5,12,0.42,4.3,8,0.538,3,5.7,8.7,1.4,3.5,5.4,14.4
1 season,NA,NYA,ABA,,4,NA,74,2.9,11.7,0.25,0,0,NA,2.9,11.7,0.25,2.9,5.8,0.5,5.4,6.8,12.2,0,1.5,7.3,8.8
