Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,26,KCO,NBA,C,1,0,17:00,2,6,0.333,NA,NA,NA,2,2,1,3,7,1,2,1,NA,2,6
Career,NA,,NBA,,1,0,17,2,6,0.333,NA,NA,NA,2,2,1,3,7,1,2,1,NA,2,6
