,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1970-71,22,CIN,NBA,,13,,,,,,9,13,,,,,,,,,28,
1971-72,23,CIN,NBA,,10,,,,,,7,11,,,,,,,,,24,
1972-73,24,KCO,NBA,,13,,,,,,6,9,,,,,,,,,28,
1973-74,25,KCO,NBA,,11,,,,,,7,10,,,,,,,,,26,
1974-75,26,KCO,NBA,,11,,,,,,7,8,,,,,,,,,23,
1975-76,27,KCK,NBA,,10,,,,,,10,11,,,,,,,,,26,
1976-77,28,KCK,NBA,,9,,,,,,10,14,,,,,,,,,28,
1977-78,29,KCK,NBA,,10,,,,,,6,8,,,,,,,,,24,
1978-79,30,KCK,NBA,,10,,,,,,10,12,,,,,,,,,26,
1979-80,31,KCK,NBA,,12,,0,,,,7,10,,,,,,,,,24,
1980-81,32,KCK,NBA,,7,,1,,,,4,6,,,,,,,,,16,
1981-82,33,TOT,NBA,,4,,0,,,,4,6,,,,,,,,,10,
1981-82,33,KCK,NBA,,3,,0,,,,0,2,,,,,,,,,6,
1981-82,33,NJN,NBA,,4,,0,,,,4,6,,,,,,,,,10,
1982-83,34,CLE,NBA,,6,11,1,,6,,4,6,,,9,6,,,,,16,
Career,,,,,13,,,,,,10,14,,,,,,,,,28,
12 Seasons,,"CIN,KCK,KCO",NBA,,13,,,,,,10,14,,,,,,,,,28,
1 Season,,CLE,NBA,,6,11,1,,6,,4,6,,,9,6,,,,,16,
1 Season,,NJN,NBA,,4,,0,,,,4,6,,,,,,,,,10,
