,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,23,VAN,NBA,42:04,9,15,1,1,9,15,4,5,5,9,12,5,2,6,4,6,18,15.4
1997-98,24,TOT,NBA,21:59,2,6,0,0,2,6,1,2,3,3,4,1,1,2,2,4,4,2.9
1997-98,24,BOS,NBA,12:52,1,2,0,0,1,2,1,2,0,3,3,1,1,2,1,2,3,2.9
1997-98,24,TOR,NBA,21:59,2,6,0,0,2,6,1,2,3,2,4,1,1,2,2,4,4,2.5
1999-00,26,DEN,NBA,33:26,9,14,0,1,9,13,4,8,7,5,10,1,1,3,1,4,18,17.8
Career,,,,42:04,9,15,1,1,9,15,4,8,7,9,12,5,2,6,4,6,18,17.8
1 Season,,VAN,NBA,42:04,9,15,1,1,9,15,4,5,5,9,12,5,2,6,4,6,18,15.4
1 Season,,DEN,NBA,33:26,9,14,0,1,9,13,4,8,7,5,10,1,1,3,1,4,18,17.8
1 Season,,BOS,NBA,12:52,1,2,0,0,1,2,1,2,0,3,3,1,1,2,1,2,3,2.9
1 Season,,TOR,NBA,21:59,2,6,0,0,2,6,1,2,3,2,4,1,1,2,2,4,4,2.5
