,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1988-89,23,SEA,NBA,,5,6,1,2,5,5,3,3,2,2,3,11,3,1,2,4,10,10.5
1989-90,24,SEA,NBA,,5,11,1,1,4,11,7,10,2,3,3,17,3,1,4,4,12,12.7
1990-91,25,TOT,NBA,,9,17,1,2,9,16,7,8,3,4,6,16,4,1,4,3,21,20.1
1990-91,25,DEN,NBA,,7,11,0,2,7,11,4,6,3,3,6,16,3,1,4,3,15,20.1
1990-91,25,SAS,NBA,,9,17,1,1,9,16,7,8,3,4,5,10,4,1,4,3,21,20.0
1991-92,26,TOT,NBA,,8,11,1,2,7,11,6,8,2,4,6,10,4,1,5,6,22,22.1
1991-92,26,SAS,NBA,,7,10,1,1,7,9,6,8,2,4,6,10,4,1,4,6,15,19.3
1991-92,26,HOU,NBA,,8,11,1,2,7,11,5,7,2,4,4,9,3,1,5,3,22,22.1
1992-93,27,SAS,NBA,,10,15,0,1,10,15,12,12,2,7,7,16,5,2,7,5,23,25.2
1993-94,28,GSW,NBA,,10,17,0,1,10,17,11,13,2,8,10,15,6,2,6,5,23,27.7
1994-95,29,SAS,NBA,,12,18,1,2,12,18,9,10,3,7,7,16,4,1,6,5,29,32.5
1995-96,30,SAS,NBA,,11,19,1,3,11,19,7,8,2,6,6,17,6,2,7,6,26,25.1
1996-97,31,SAS,NBA,45:55,10,19,1,2,10,18,8,10,2,6,7,14,5,2,8,6,26,28.4
1997-98,32,SAS,NBA,45:49,12,19,1,2,12,19,8,10,3,6,7,20,4,2,6,4,27,26.1
1998-99,33,SAS,NBA,42:40,10,18,1,2,10,18,7,10,3,5,6,15,4,2,6,5,24,19.5
1999-00,34,SAS,NBA,44:05,11,20,1,2,11,20,6,8,3,5,5,13,5,2,5,5,24,24.5
2000-01,35,SAS,NBA,35:47,7,12,1,1,7,12,4,6,2,4,4,12,3,1,4,4,14,15.3
2001-02,36,TOT,NBA,44:05,9,18,0,2,9,18,7,10,2,4,4,16,4,1,5,5,23,20.6
2001-02,36,DEN,NBA,44:05,9,18,0,2,9,18,7,10,2,4,4,16,4,1,5,5,23,20.6
2001-02,36,DAL,NBA,24:00,4,7,0,0,4,7,7,7,0,2,2,7,3,1,2,5,15,20.6
2002-03,37,DAL,NBA,24:54,5,9,0,1,5,8,4,5,2,3,3,5,3,1,3,4,12,11.4
2003-04,38,GSW,NBA,28:15,5,13,0,1,5,13,6,9,1,3,3,10,4,1,4,3,16,14.8
Career,,,,45:55,12,20,1,3,12,20,12,13,3,8,10,20,6,2,8,6,29,32.5
10 Seasons,,SAS,NBA,45:55,12,20,1,3,12,20,12,12,3,7,7,20,6,2,8,6,29,32.5
2 Seasons,,GSW,NBA,28:15,10,17,0,1,10,17,11,13,2,8,10,15,6,2,6,5,23,27.7
2 Seasons,,SEA,NBA,,5,11,1,2,5,11,7,10,2,3,3,17,3,1,4,4,12,12.7
2 Seasons,,DEN,NBA,44:05,9,18,0,2,9,18,7,10,3,4,6,16,4,1,5,5,23,20.6
2 Seasons,,DAL,NBA,24:54,5,9,0,1,5,8,7,7,2,3,3,7,3,1,3,5,15,20.6
1 Season,,HOU,NBA,,8,11,1,2,7,11,5,7,2,4,4,9,3,1,5,3,22,22.1
