,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,KEN,ABA,,4,,1,,,,4,6,,,,,,,12
1968-69,25,HSM,ABA,,10,,0,,,,6,9,,,,,,,23
Career,,,,,10,,1,,,,6,9,,,,,,,23
1 Season,,HSM,ABA,,10,,0,,,,6,9,,,,,,,23
1 Season,,KEN,ABA,,4,,1,,,,4,6,,,,,,,12
