Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,KEN,ABA,C,5,NA,62,2.9,9.9,0.294,0,0,NA,2.9,9.9,0.294,0,4.1,0,NA,NA,8.7,2.3,2.3,9.3,5.8
Career,NA,,ABA,,5,NA,62,2.9,9.9,0.294,0,0,NA,2.9,9.9,0.294,0,4.1,0,NA,NA,8.7,2.3,2.3,9.3,5.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,5,NA,62,2.9,9.9,0.294,0,0,NA,2.9,9.9,0.294,0,4.1,0,NA,NA,8.7,2.3,2.3,9.3,5.8
