Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,KEN,ABA,C,5,62,-3.6,0.249,0,0.412,NA,NA,11,9.8,16.6,15.3,NA,-0.2,0,-0.2,-0.159
Career,NA,,ABA,,5,62,-3.6,0.249,0,0.412,NA,NA,11,9.8,16.6,15.3,NA,-0.2,0,-0.2,-0.159
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,5,62,-3.6,0.249,0,0.412,NA,NA,11,9.8,16.6,15.3,NA,-0.2,0,-0.2,-0.159
