Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,22,MNL,NBA,PF,61,849,14,0.423,0.437,NA,NA,NA,NA,NA,0.4,2.3,2.7,0.151
1952-53,23,MNL,NBA,PF,70,1027,13.5,0.414,0.533,NA,NA,NA,NA,NA,0.2,2.1,2.2,0.104
1953-54,24,MLH,NBA,PF,72,2452,14.9,0.414,0.345,NA,NA,NA,NA,NA,0.3,2.9,3.3,0.064
1954-55,25,TOT,NBA,PF,74,1774,NA,0.457,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,25,MLH,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,25,MNL,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,26,MNL,NBA,PF,69,1129,12.6,0.491,0.562,NA,NA,NA,NA,NA,1.3,0.8,2.2,0.092
1956-57,27,TOT,NBA,PF,68,1133,9.3,0.426,0.297,NA,NA,NA,NA,NA,0.2,1,1.2,0.052
1956-57,27,ROC,NBA,PF,30,556,9.4,0.433,0.352,NA,NA,NA,NA,NA,0.2,0.7,0.9,0.073
1956-57,27,PHW,NBA,PF,38,577,9.3,0.418,0.245,NA,NA,NA,NA,NA,0,0.3,0.4,0.031
Career,NA,,NBA,,414,8364,13.2,0.435,0.409,NA,NA,NA,NA,NA,2.4,9.1,11.5,0.066
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MNL,NBA,,200,3005,13.3,0.443,0.513,NA,NA,NA,NA,NA,1.9,5.2,7.1,0.113
2 seasons,NA,MLH,NBA,,72,2452,14.9,0.414,0.345,NA,NA,NA,NA,NA,0.3,2.9,3.3,0.064
1 season,NA,PHW,NBA,,38,577,9.3,0.418,0.245,NA,NA,NA,NA,NA,0,0.3,0.4,0.031
1 season,NA,ROC,NBA,,30,556,9.4,0.433,0.352,NA,NA,NA,NA,NA,0.2,0.7,0.9,0.073
