,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,22,MNL,NBA,,6,,7,10,,,8,15
1952-53,23,MNL,NBA,,4,,6,10,,,6,10
1953-54,24,MLH,NBA,,7,,6,,,,,17
1954-55,25,TOT,NBA,,9,,6,,,,6,20
1954-55,25,MLH,NBA,,9,,6,,,,6,20
1954-55,25,MNL,NBA,,5,,5,8,,,4,12
1955-56,26,MNL,NBA,,6,,10,13,,,,18
1956-57,27,TOT,NBA,,5,,6,6,,,6,11
1956-57,27,ROC,NBA,,5,,6,6,,,6,11
1956-57,27,PHW,NBA,,4,10,3,4,,,4,10
Career,,,,,9,,10,,,,,20
4 Seasons,,MNL,NBA,,6,,10,13,,,,18
2 Seasons,,MLH,NBA,,9,,6,,,,,20
1 Season,,PHW,NBA,,4,10,3,4,,,4,10
1 Season,,ROC,NBA,,5,,6,6,,,6,11
