Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,22,LAL,NBA,PG,3,NA,92,4.3,9.4,0.458,NA,NA,NA,4.3,9.4,0.458,0.8,1.2,0.667,1.6,2,3.5,6.3,1.6,0.4,2,5.1,9.4
1978-79,23,LAL,NBA,PG,8,NA,327,6.2,13.1,0.471,NA,NA,NA,6.2,13.1,0.471,1.2,1.7,0.733,0.7,2.4,3.1,10.3,1.2,0,2.6,4.1,13.5
1979-80,24,LAL,NBA,PG,16,NA,648,6.3,13.3,0.477,0.1,0.3,0.2,6.3,13,0.483,2.3,2.8,0.804,0.7,2.4,3.1,6.9,1.8,0.2,2.7,3.3,15
1980-81,25,LAL,NBA,PG,3,NA,133,6.8,13.3,0.51,0,0,NA,6.8,13.3,0.51,2.2,2.7,0.8,0.3,2.7,3,7,0.3,0.3,1.4,2.4,15.7
1981-82,26,LAL,NBA,PG,14,NA,549,7.9,16.6,0.478,0.1,0.2,0.333,7.9,16.4,0.48,2.8,3.7,0.754,0.9,2,2.8,7.5,1.5,0.1,2.2,2.8,18.8
1982-83,27,LAL,NBA,PG,14,NA,538,7.6,15.9,0.477,0.2,0.5,0.429,7.4,15.4,0.478,2.5,3.3,0.74,0.9,2.3,3.2,6,1.2,0.1,2.3,2.7,17.8
Career,NA,,NBA,,58,NA,2287,6.9,14.5,0.478,0.1,0.3,0.333,6.8,14.3,0.48,2.2,2.9,0.763,0.8,2.3,3.1,7.3,1.4,0.1,2.4,3.2,16.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,58,NA,2287,6.9,14.5,0.478,0.1,0.3,0.333,6.8,14.3,0.48,2.2,2.9,0.763,0.8,2.3,3.1,7.3,1.4,0.1,2.4,3.2,16.2
