,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,23,NJN,NBA,SF,25,403,.447,10.0,.971,.282,.243,.146,.301,.029,.460,.586,.360,.467,.419,.000,.739,.049,4,,.667,.000,0,0
2011-12,24,NJN,NBA,SF,7,170,.371,10.7,.971,.171,.343,.143,.314,.029,.382,.833,.167,.200,.455,.000,.769,.029,1,,.000,,0,0
2012-13,25,BRK,NBA,SF,2,0,,,,,,,,,,,,,,,,,0,,,,0,0
2013-14,26,SAS,NBA,SF,5,50,.222,14.2,.778,.111,.222,.111,.333,.222,.286,1.000,.000,.000,.333,.000,.500,.111,1,,1.000,.000,0,0
Career,,,NBA,,39,623,.415,10.4,.959,.245,.265,.143,.306,.041,.433,.639,.282,.381,.422,.000,.738,.048,6,,.667,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,"NJN,BRK",NBA,,34,573,.428,10.2,.971,.254,.268,.145,.304,.029,.440,.629,.297,.400,.429,.000,.746,.043,5,,.500,.000,0,0
1 season,,SAS,NBA,,5,50,.222,14.2,.778,.111,.222,.111,.333,.222,.286,1.000,.000,.000,.333,.000,.500,.111,1,,1.000,.000,0,0
