,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,26,DEN,NBA,SG,29,420,.387,11.4,.910,.288,.171,.135,.315,.090,.386,.594,.211,.200,.371,.400,.641,.027,3,1.000,.200,1.000,0,0
2001-02,27,TOT,NBA,SG,24,441,.374,8.1,.986,.395,.218,.129,.245,.014,.372,.552,.438,.211,.111,.500,.667,.068,8,1.000,.000,,0,0
2001-02,27,DEN,NBA,SG,20,417,.379,8.0,.986,.400,.221,.117,.248,.014,.378,.552,.438,.235,.111,.500,.667,.069,8,1.000,.000,,0,0
2001-02,27,DAL,NBA,SG,4,24,.000,13.5,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,.000,0,,,,0,0
2002-03,28,DAL,NBA,SG,14,204,.466,8.4,.983,.448,.121,.224,.190,.017,.474,.692,.429,.077,.455,.000,.852,.138,8,,.000,,1,0
Career,,,NBA,,67,1065,.396,9.3,.959,.367,.184,.149,.259,.041,.396,.595,.362,.170,.268,.385,.700,.066,19,1.000,.154,1.000,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,49,837,.383,9.5,.953,.352,.199,.125,.277,.047,.381,.567,.353,.219,.239,.417,.656,.051,11,1.000,.167,1.000,0,0
2 seasons,,DAL,NBA,,18,228,.450,8.6,.983,.433,.117,.250,.183,.017,.458,.692,.429,.067,.455,.000,.852,.133,8,,.000,,1,0
