,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,ORL,NBA,PF,3,25,.800,7.2,.800,.400,.400,.000,.000,.200,1.000,1.000,1.000,,,.000,.750,.000,0,,.000,,0,0
2001-02,28,ORL,NBA,PF,4,38,.667,2.7,1.000,.667,.333,.000,.000,.000,.667,1.000,.000,,,,.750,.167,1,,,,0,0
Career,,,NBA,,7,63,.727,4.7,.909,.545,.364,.000,.000,.091,.800,1.000,.500,,,.000,.750,.091,1,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,7,63,.727,4.7,.909,.545,.364,.000,.000,.091,.800,1.000,.500,,,.000,.750,.091,1,,.000,,0,0
