Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,23,MIL,NBA,SG,10,NA,57,7.7,24,0.323,3.1,3.1,1,4.6,3.1,7.7,2.3,2.3,0.8,3.1,7.7,18.6,NA,83,103
Career,NA,,NBA,,10,NA,57,7.7,24,0.323,3.1,3.1,1,4.6,3.1,7.7,2.3,2.3,0.8,3.1,7.7,18.6,NA,83,103
