Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Charles Smith,,1.1,0,-0.2,NA
Nate Wolters,86.0,1.2,-0.1,-0.2,NA
Ray Corley,65.8,1.2,0,-0.4,NA
Orlando Johnson,61.3,1.5,0.1,-0.2,NA
Wayne Chapman,59.0,1,0.1,0,-0.1
Kyle Weaver,57.7,1.2,0.3,0,NA
Willie Smith,54.8,1,0.3,0,0
Lowes Moore,54.2,1.1,0.2,0.2,NA
Tate George,47.9,1.1,0.4,0,-0.1
Eddie Hughes,46.2,1,0.4,0,NA
Nate Hawthorne,44.5,1.1,0.5,0.1,NA
