,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,24,CHI,NBA,PF,5,145,,,2%,96%,2%,-4.7,+15.1,0,1,10,1,5,0,7,1,4
2010-11,25,CHI,NBA,PF,16,284,,,,100%,,+6.7,+3.4,4,4,22,3,8,0,20,3,2
2011-12,26,CHI,NBA,PF,6,137,,,,96%,4%,-0.8,+2.4,0,2,12,1,12,0,9,2,5
2012-13,27,CHI,NBA,PF,12,206,,,,99%,1%,-4.6,+3.8,1,4,23,3,11,1,8,2,10
2013-14,28,CHI,NBA,PF,5,154,,,,100%,,+3.3,+22.8,0,6,7,1,17,1,6,4,5
2014-15,29,CHI,NBA,PF,12,276,,,12%,84%,4%,-9.1,-22.8,3,2,10,4,9,1,29,2,10
2016-17,31,OKC,NBA,PF,5,118,,,,79%,21%,+10.7,+37.7,1,4,10,1,4,0,8,0,3
2017-18,32,MIN,NBA,PF,5,123,,,,100%,,-16.4,-13.4,1,1,6,1,2,1,5,1,1
Career,,,NBA,,66,1443,,,2%,94%,3%,-1.8,+3.0,10,24,100,15,68,4,92,15,40
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,CHI,NBA,,56,1202,,,3%,95%,2%,-1.5,+1.2,8,19,84,13,62,3,79,14,36
1 season,,MIN,NBA,,5,123,,,,100%,,-16.4,-13.4,1,1,6,1,2,1,5,1,1
1 season,,OKC,NBA,,5,118,,,,79%,21%,+10.7,+37.7,1,4,10,1,4,0,8,0,3
