Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joe Kopicki,,1.9,0.9,0.7
Bob Portman,91.4,1.9,1.2,0.8
Brandan Wright,91.4,1.9,1.1,0.8
Keith Lee,91.3,1.9,1.1,0.8
Julian Wright,90.0,1.7,0.8,0.8
Billy Schaeffer,89.4,1.9,0.8,0.5
Pete Verhoeven,88.9,2.1,0.8,0.7
Byron Houston,88.6,1.8,0.9,0.5
Henry Walker,86.3,1.9,1.1,0.5
Togo Palazzi,85.6,1.6,0.8,0.6
Jeremy Evans,85.5,1.6,0.9,0.9
