Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Willie Somerset,,9.4,5.3,0.1
Kevin Martin,93.3,10.2,5.5,0.1
José Calderón,88.9,10.2,5.4,0.9
Monta Ellis,85.2,9,4,0.5
Larry Costello,84.9,9.2,3.4,0.2
Russell Westbrook,84.2,9.4,6.1,1.9
Michael Redd,83.3,8,4.6,-0.1
Mike Woodson,81.1,7.8,5.7,0.9
Bill Sharman,80.8,9.8,4.3,1.8
Doug Collins,79.3,10,7.7,-0.3
Jeff Hornacek,79.3,7.7,5,1.2
