Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,23,BAL,NBA,PG,8,NA,98,18,43,0.419,NA,NA,NA,18,43,0.419,0.419,9,11,0.818,NA,NA,15,9,NA,21,45
1967-68,25,HSM,ABA,PG,61,NA,2334,467,1042,0.448,33,107,0.308,434,935,0.464,0.464,359,460,0.78,NA,NA,305,225,164,211,1326
1968-69,26,TOT,ABA,PG,74,NA,3118,619,1510,0.41,36,139,0.259,583,1371,0.425,0.422,484,583,0.83,141,191,332,280,215,261,1758
1968-69,26,HSM,ABA,PG,43,NA,1793,337,853,0.395,17,75,0.227,320,778,0.411,0.405,320,383,0.836,79,118,197,174,123,158,1011
1968-69,26,NYA,ABA,PG,31,NA,1325,282,657,0.429,19,64,0.297,263,593,0.444,0.444,164,200,0.82,62,73,135,106,92,103,747
Career,NA,,TOT,,143,NA,5550,1104,2595,0.425,69,246,0.28,1035,2349,0.441,0.439,852,1054,0.808,141,191,652,514,379,493,3129
,NA,,ABA,,135,NA,5452,1086,2552,0.426,69,246,0.28,1017,2306,0.441,0.439,843,1043,0.808,141,191,637,505,379,472,3084
,NA,,NBA,,8,NA,98,18,43,0.419,NA,NA,NA,18,43,0.419,0.419,9,11,0.818,NA,NA,15,9,NA,21,45
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HSM,ABA,,104,NA,4127,804,1895,0.424,50,182,0.275,754,1713,0.44,0.437,679,843,0.805,79,118,502,399,287,369,2337
1 season,NA,NYA,ABA,,31,NA,1325,282,657,0.429,19,64,0.297,263,593,0.444,0.444,164,200,0.82,62,73,135,106,92,103,747
1 season,NA,BAL,NBA,,8,NA,98,18,43,0.419,NA,NA,NA,18,43,0.419,0.419,9,11,0.818,NA,NA,15,9,NA,21,45
