Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1962-63,24,STL,NBA,SG,77,NA,2692,360,838,0.43,NA,NA,NA,360,838,0.43,0.43,181,255,0.71,NA,NA,359,322,NA,NA,168,901
1963-64,25,STL,NBA,SG,74,NA,1367,208,505,0.412,NA,NA,NA,208,505,0.412,0.412,70,115,0.609,NA,NA,157,145,NA,NA,107,486
1964-65,26,STL,NBA,SG,41,NA,777,121,312,0.388,NA,NA,NA,121,312,0.388,0.388,45,70,0.643,NA,NA,91,76,NA,NA,56,287
1965-66,27,TOT,NBA,PG,76,NA,1617,243,606,0.401,NA,NA,NA,243,606,0.401,0.401,113,184,0.614,NA,NA,203,196,NA,NA,134,599
1965-66,27,STL,NBA,PG,31,NA,691,104,243,0.428,NA,NA,NA,104,243,0.428,0.428,54,86,0.628,NA,NA,91,83,NA,NA,58,262
1965-66,27,DET,NBA,PG,45,NA,926,139,363,0.383,NA,NA,NA,139,363,0.383,0.383,59,98,0.602,NA,NA,112,113,NA,NA,76,337
1966-67,28,BAL,NBA,PG,53,NA,1214,187,447,0.418,NA,NA,NA,187,447,0.418,0.418,66,103,0.641,NA,NA,157,136,NA,NA,80,440
1967-68,29,SDR,NBA,PG,75,NA,1883,295,700,0.421,NA,NA,NA,295,700,0.421,0.421,154,234,0.658,NA,NA,173,259,NA,NA,143,744
1968-69,30,BAL,NBA,PG,30,NA,504,76,175,0.434,NA,NA,NA,76,175,0.434,0.434,39,65,0.6,NA,NA,53,71,NA,NA,63,191
1969-70,31,INA,ABA,SG,77,NA,2374,325,824,0.394,71,272,0.261,254,552,0.46,0.438,158,238,0.664,60,113,173,312,NA,157,196,879
1970-71,32,TOT,ABA,PG,67,NA,1303,181,496,0.365,32,147,0.218,149,349,0.427,0.397,96,134,0.716,47,69,116,160,NA,79,106,490
1970-71,32,INA,ABA,PG,43,NA,619,80,241,0.332,14,75,0.187,66,166,0.398,0.361,42,61,0.689,27,35,62,83,NA,39,51,216
1970-71,32,DNR,ABA,PG,24,NA,684,101,255,0.396,18,72,0.25,83,183,0.454,0.431,54,73,0.74,20,34,54,77,NA,40,55,274
1971-72,33,INA,ABA,PG,19,NA,194,28,87,0.322,4,35,0.114,24,52,0.462,0.345,8,15,0.533,8,11,19,16,NA,12,16,68
Career,NA,,TOT,,589,NA,13925,2024,4990,0.406,107,454,0.236,1917,4536,0.423,0.416,930,1413,0.658,115,193,1501,1693,NA,248,1069,5085
,NA,,NBA,,426,NA,10054,1490,3583,0.416,NA,NA,NA,1490,3583,0.416,0.416,668,1026,0.651,NA,NA,1193,1205,NA,NA,751,3648
,NA,,ABA,,163,NA,3871,534,1407,0.38,107,454,0.236,427,953,0.448,0.418,262,387,0.677,115,193,308,488,NA,248,318,1437
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STL,NBA,,223,NA,5527,793,1898,0.418,NA,NA,NA,793,1898,0.418,0.418,350,526,0.665,NA,NA,698,626,NA,NA,389,1936
3 seasons,NA,INA,ABA,,139,NA,3187,433,1152,0.376,89,382,0.233,344,770,0.447,0.414,208,314,0.662,95,159,254,411,NA,208,263,1163
2 seasons,NA,BAL,NBA,,83,NA,1718,263,622,0.423,NA,NA,NA,263,622,0.423,0.423,105,168,0.625,NA,NA,210,207,NA,NA,143,631
1 season,NA,SDR,NBA,,75,NA,1883,295,700,0.421,NA,NA,NA,295,700,0.421,0.421,154,234,0.658,NA,NA,173,259,NA,NA,143,744
1 season,NA,DET,NBA,,45,NA,926,139,363,0.383,NA,NA,NA,139,363,0.383,0.383,59,98,0.602,NA,NA,112,113,NA,NA,76,337
1 season,NA,DNR,ABA,,24,NA,684,101,255,0.396,18,72,0.25,83,183,0.454,0.431,54,73,0.74,20,34,54,77,NA,40,55,274
