Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1965-66,23,SFW,NBA,SF,56,722,13.9,0.434,0.229,NA,NA,NA,5.3,NA,-0.4,0.9,0.5,0.034
1966-67,24,SFW,NBA,PF,77,2123,12.4,0.453,0.254,NA,NA,NA,6.6,NA,-0.2,3,2.9,0.065
1967-68,25,SFW,NBA,SF,77,2394,15.8,0.488,0.368,NA,NA,NA,7.9,NA,2.3,2.8,5.1,0.102
1968-69,26,TOT,NBA,SF,84,2276,15.6,0.503,0.341,NA,NA,NA,7,NA,3.2,1.3,4.5,0.095
1968-69,26,MIL,NBA,SF,53,1591,15.7,0.484,0.332,NA,NA,NA,7.5,NA,1.5,1.2,2.6,0.079
1968-69,26,CIN,NBA,SF,31,685,15.2,0.552,0.366,NA,NA,NA,6.1,NA,1.8,0.1,1.9,0.13
1969-70,27,PHI,NBA,SF,63,757,14.6,0.531,0.263,NA,NA,NA,7.4,NA,1.1,0.9,2,0.127
1970-71,28,LAL,NBA,SF,59,613,12.4,0.486,0.301,NA,NA,10.9,7.9,NA,0.4,0.5,0.9,0.07
Career,NA,,NBA,,416,8885,14.5,0.482,0.311,NA,NA,10.9,7.1,NA,6.4,9.5,15.9,0.086
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SFW,NBA,,210,5239,14.2,0.468,0.306,NA,NA,NA,7,NA,1.7,6.8,8.5,0.078
1 season,NA,PHI,NBA,,63,757,14.6,0.531,0.263,NA,NA,NA,7.4,NA,1.1,0.9,2,0.127
1 season,NA,LAL,NBA,,59,613,12.4,0.486,0.301,NA,NA,10.9,7.9,NA,0.4,0.5,0.9,0.07
1 season,NA,MIL,NBA,,53,1591,15.7,0.484,0.332,NA,NA,NA,7.5,NA,1.5,1.2,2.6,0.079
1 season,NA,CIN,NBA,,31,685,15.2,0.552,0.366,NA,NA,NA,6.1,NA,1.8,0.1,1.9,0.13
