,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1970-71,24,CHI,NBA,,9,14,4,6,8,10,4,18
1971-72,25,CHI,NBA,,7,,2,2,,,,14
Career,,,,,9,,4,6,,,,18
