Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,25,CHS,NBA,SF,2,NA,NA,0.398,0.24,NA,NA,NA,NA,NA,0,0,0,NA
1950-51,26,INO,NBA,SF,3,NA,NA,0.431,0.286,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA
1951-52,27,INO,NBA,SF,2,85,13.9,0.418,0.206,NA,NA,NA,21.4,NA,-0.1,0.1,0.1,0.036
1952-53,28,INO,NBA,SF,2,79,18.5,0.406,0.273,NA,NA,NA,17.2,NA,0,0.2,0.1,0.089
1953-54,29,FTW,NBA,SF,4,60,16.4,0.542,0.263,NA,NA,NA,24.9,NA,0.2,0.1,0.2,0.185
Career,NA,,NBA,,13,224,16.2,0.431,0.253,NA,NA,NA,20.9,NA,0.2,0.4,0.6,0.095
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INO,NBA,,7,164,16.1,0.419,0.255,NA,NA,NA,19.4,NA,0,0.4,0.4,0.062
1 season,NA,FTW,NBA,,4,60,16.4,0.542,0.263,NA,NA,NA,24.9,NA,0.2,0.1,0.2,0.185
1 season,NA,CHS,NBA,,2,NA,NA,0.398,0.24,NA,NA,NA,NA,NA,0,0,0,NA
