Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,CHS,NBA,SF,67,NA,NA,174,499,0.349,90,129,0.698,NA,140,192,438
1950-51,26,INO,NBA,SF,68,NA,NA,232,671,0.346,82,119,0.689,296,218,197,546
1951-52,27,INO,NBA,SF,66,NA,2344,349,897,0.389,122,187,0.652,430,255,196,820
1952-53,28,INO,NBA,SF,71,NA,2871,402,1034,0.389,163,259,0.629,483,277,245,967
1953-54,29,TOT,NBA,SF,72,NA,2064,199,588,0.338,63,88,0.716,297,226,203,461
1953-54,29,BLB,NBA,SF,55,NA,1879,187,531,0.352,58,82,0.707,NA,214,173,432
1953-54,29,FTW,NBA,SF,17,NA,185,12,57,0.211,5,6,0.833,NA,12,30,29
Career,NA,,NBA,,344,NA,7279,1356,3689,0.368,520,782,0.665,1506,1116,1033,3232
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INO,NBA,,205,NA,5215,983,2602,0.378,367,565,0.65,1209,750,638,2333
1 season,NA,CHS,NBA,,67,NA,NA,174,499,0.349,90,129,0.698,NA,140,192,438
1 season,NA,BLB,NBA,,55,NA,1879,187,531,0.352,58,82,0.707,NA,214,173,432
1 season,NA,FTW,NBA,,17,NA,185,12,57,0.211,5,6,0.833,NA,12,30,29
