Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,CHS,NBA,SF,2,NA,NA,NA,NA,0.32,NA,NA,1,NA,NA,NA,NA
1950-51,26,INO,NBA,SF,3,NA,NA,NA,NA,0.371,NA,NA,0.8,NA,NA,NA,NA
1951-52,27,INO,NBA,SF,2,NA,85,5.9,14.4,0.412,1.3,3,0.429,3.8,3.4,3,13.1
1952-53,28,INO,NBA,SF,2,NA,79,5.5,15,0.364,2.7,4.1,0.667,10,2.3,4.6,13.7
1953-54,29,FTW,NBA,SF,4,NA,60,6,11.4,0.526,1.8,3,0.6,3,3.6,6,13.8
Career,NA,,NBA,,13,NA,224,5.8,13.8,0.39,1.9,3.4,0.703,5.8,3.1,4.3,13.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INO,NBA,,7,NA,164,5.7,14.7,0.382,2,3.5,0.654,6.8,2.9,3.7,13.4
1 season,NA,FTW,NBA,,4,NA,60,6,11.4,0.526,1.8,3,0.6,3,3.6,6,13.8
1 season,NA,CHS,NBA,,2,NA,NA,NA,NA,0.32,NA,NA,1,NA,NA,NA,NA
