Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,CHS,NBA,SF,67,NA,NA,NA,NA,0.349,NA,NA,0.698,NA,NA,NA,NA
1950-51,26,INO,NBA,SF,68,NA,NA,NA,NA,0.346,NA,NA,0.689,NA,NA,NA,NA
1951-52,27,INO,NBA,SF,66,NA,2344,5.4,13.8,0.389,1.9,2.9,0.652,6.6,3.9,3,12.6
1952-53,28,INO,NBA,SF,71,NA,2871,5,13,0.389,2,3.2,0.629,6.1,3.5,3.1,12.1
1953-54,29,TOT,NBA,SF,72,NA,2064,3.5,10.3,0.338,1.1,1.5,0.716,5.2,3.9,3.5,8
1953-54,29,BLB,NBA,SF,55,NA,1879,3.6,10.2,0.352,1.1,1.6,0.707,NA,4.1,3.3,8.3
1953-54,29,FTW,NBA,SF,17,NA,185,2.3,11.1,0.211,1,1.2,0.833,NA,2.3,5.8,5.6
Career,NA,,NBA,,344,NA,7279,4.7,12.5,0.368,1.7,2.6,0.665,6,3.7,3.2,11.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INO,NBA,,205,NA,5215,5.2,13.3,0.378,2,3.1,0.65,6.3,3.7,3,12.3
1 season,NA,CHS,NBA,,67,NA,NA,NA,NA,0.349,NA,NA,0.698,NA,NA,NA,NA
1 season,NA,BLB,NBA,,55,NA,1879,3.6,10.2,0.352,1.1,1.6,0.707,NA,4.1,3.3,8.3
1 season,NA,FTW,NBA,,17,NA,185,2.3,11.1,0.211,1,1.2,0.833,NA,2.3,5.8,5.6
