,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,26,SEA,NBA,C,64,1174,,,,20%,80%,+3.5,+0.1,17,16,40,11,32,0,114,7,34
2002-03,27,SEA,NBA,C,82,1984,,,,7%,93%,-1.6,-3.6,15,18,81,11,51,0,198,13,49
2003-04,28,LAC,NBA,C,61,949,,,,17%,83%,-12.9,-10.4,17,22,41,3,35,0,88,4,17
2004-05,29,ATL,NBA,C,71,1435,,,,2%,98%,-8.7,+3.1,14,37,72,9,57,0,113,13,37
Career,,,NBA,,278,5542,,,,10%,90%,-4.3,-2.2,63,93,234,34,175,0,513,37,137
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SEA,NBA,,146,3158,,,,12%,88%,+0.3,-2.2,32,34,121,22,83,0,312,20,83
1 season,,ATL,NBA,,71,1435,,,,2%,98%,-8.7,+3.1,14,37,72,9,57,0,113,13,37
1 season,,LAC,NBA,,61,949,,,,17%,83%,-12.9,-10.4,17,22,41,3,35,0,88,4,17
