,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,DET,NBA,C,81,1154,,,,7%,93%,-2.3,-0.7,22,20,98,22,54,0,78,11,23
2001-02,26,DET,NBA,C,30,217,,,,34%,66%,+1.2,-1.6,7,5,18,2,10,0,26,2,3
2002-03,27,TOT,NBA,C,8,43,,,,5%,95%,-18.5,-16.5,1,0,3,0,4,0,6,0,1
2002-03,27,BOS,NBA,C,3,12,,,,17%,83%,-54.3,-54.1,0,0,2,0,0,0,0,0,0
2002-03,27,ATL,NBA,C,5,31,,,,,100%,-6.9,-3.1,1,0,1,0,4,0,6,0,1
2003-04,28,TOT,NBA,PF-C,32,395,,,,78%,22%,-2.8,-3.7,10,5,31,6,16,0,41,3,11
2003-04,28,NJN,NBA,C,4,10,,,,,100%,-33.1,-36.1,0,0,0,0,0,0,0,0,1
2003-04,28,UTA,NBA,PF,28,385,,,,80%,20%,-1.9,-0.4,10,5,31,6,16,0,41,3,10
2004-05,29,LAC,NBA,PF,74,1178,,,1%,47%,52%,-2.1,-1.9,27,18,90,13,53,0,99,9,22
2005-06,30,SEA,NBA,C,47,583,,,,60%,40%,-1.2,+2.4,17,11,54,9,23,12,62,2,9
2006-07,31,NJN,NBA,C,79,2082,,,,6%,94%,0.0,+1.2,27,34,145,25,103,37,173,23,44
2007-08,32,SAC,NBA,PF,82,2385,,,,83%,17%,-2.2,+0.4,29,38,189,24,88,51,195,32,26
2008-09,33,TOT,NBA,PF-C,70,1202,,,7%,79%,14%,-4.2,-4.1,9,12,119,15,25,21,123,3,18
2008-09,33,SAC,NBA,PF,46,746,,,11%,86%,3%,-8.2,+1.5,6,8,68,9,15,14,63,0,12
2008-09,33,BOS,NBA,C,24,456,,,,68%,32%,+2.6,-6.5,3,4,51,6,10,7,60,3,6
2009-10,34,GSW,NBA,C,23,406,,,,1%,100%,-13.8,-11.2,6,6,35,6,7,5,86,3,4
2011-12,36,GSW,NBA,C,7,118,,,,39%,61%,-6.8,-3.3,2,3,14,2,4,2,12,1,2
Career,,,NBA,,533,9763,,,1%,46%,53%,-2.5,-1.1,157,152,796,124,387,128,901,89,163
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAC,NBA,,128,3131,,,3%,83%,14%,-3.6,+0.7,35,46,257,33,103,65,258,32,38
2 seasons,,DET,NBA,,111,1371,,,,11%,89%,-1.7,-0.8,29,25,116,24,64,0,104,13,26
2 seasons,,NJN,NBA,,83,2092,,,,6%,94%,-0.1,+1.0,27,34,145,25,103,37,173,23,45
1 season,,LAC,NBA,,74,1178,,,1%,47%,52%,-2.1,-1.9,27,18,90,13,53,0,99,9,22
1 season,,SEA,NBA,,47,583,,,,60%,40%,-1.2,+2.4,17,11,54,9,23,12,62,2,9
2 seasons,,GSW,NBA,,30,524,,,,9%,91%,-12.2,-9.4,8,9,49,8,11,7,98,4,6
1 season,,UTA,NBA,,28,385,,,,80%,20%,-1.9,-0.4,10,5,31,6,16,0,41,3,10
2 seasons,,BOS,NBA,,27,468,,,,67%,33%,+1.2,-7.8,3,4,53,6,10,7,60,3,6
1 season,,ATL,NBA,,5,31,,,,,100%,-6.9,-3.1,1,0,1,0,4,0,6,0,1
