Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,TOT,TOT,C,63,NA,584,59,129,0.457,0,0,NA,59,129,0.457,0.457,29,54,0.537,62,NA,178,25,NA,NA,46,121,147
1972-73,22,LAL,NBA,C,1,NA,5,0,0,NA,NA,NA,NA,0,0,NA,NA,1,3,0.333,NA,NA,0,0,NA,NA,NA,1,1
1972-73,22,CAR,ABA,C,62,NA,579,59,129,0.457,0,0,NA,59,129,0.457,0.457,28,51,0.549,62,116,178,25,NA,NA,46,120,146
1973-74,23,TOT,ABA,C,63,NA,990,98,260,0.377,0,0,NA,98,260,0.377,0.377,34,56,0.607,145,207,352,46,23,62,80,129,230
1973-74,23,SAA,ABA,C,2,NA,26,5,6,0.833,0,0,NA,5,6,0.833,0.833,0,0,NA,3,3,6,1,0,0,2,4,10
1973-74,23,VIR,ABA,C,61,NA,964,93,254,0.366,0,0,NA,93,254,0.366,0.366,34,56,0.607,142,204,346,45,23,62,78,125,220
1975-76,25,TOT,TOT,C,66,NA,745,57,133,0.429,2,2,1,55,131,0.42,0.436,30,42,0.714,72,133,205,34,14,47,17,139,146
1975-76,25,DNA,ABA,C,37,NA,291,28,61,0.459,2,2,1,26,59,0.441,0.475,16,24,0.667,25,50,75,22,8,22,17,63,74
1975-76,25,DET,NBA,C,29,NA,454,29,72,0.403,NA,NA,NA,29,72,0.403,0.403,14,18,0.778,47,83,130,12,6,25,NA,76,72
1976-77,26,DET,NBA,C,43,NA,322,21,56,0.375,NA,NA,NA,21,56,0.375,0.375,18,26,0.692,31,59,90,12,15,18,NA,68,60
1979-80,29,CHI,NBA,C,4,NA,37,1,3,0.333,0,0,NA,1,3,0.333,0.333,0,0,NA,2,8,10,1,0,3,0,4,2
Career,NA,,TOT,,239,NA,2678,236,581,0.406,2,2,1,234,579,0.404,0.408,111,178,0.624,312,523,835,118,52,130,143,461,585
,NA,,ABA,,162,NA,1860,185,450,0.411,2,2,1,183,448,0.408,0.413,78,131,0.595,232,373,605,93,31,84,143,312,450
,NA,,NBA,,77,NA,818,51,131,0.389,0,0,NA,51,131,0.389,0.389,33,47,0.702,80,150,230,25,21,46,0,149,135
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,72,NA,776,50,128,0.391,NA,NA,NA,50,128,0.391,0.391,32,44,0.727,78,142,220,24,21,43,NA,144,132
1 season,NA,CAR,ABA,,62,NA,579,59,129,0.457,0,0,NA,59,129,0.457,0.457,28,51,0.549,62,116,178,25,NA,NA,46,120,146
1 season,NA,VIR,ABA,,61,NA,964,93,254,0.366,0,0,NA,93,254,0.366,0.366,34,56,0.607,142,204,346,45,23,62,78,125,220
1 season,NA,DNA,ABA,,37,NA,291,28,61,0.459,2,2,1,26,59,0.441,0.475,16,24,0.667,25,50,75,22,8,22,17,63,74
1 season,NA,CHI,NBA,,4,NA,37,1,3,0.333,0,0,NA,1,3,0.333,0.333,0,0,NA,2,8,10,1,0,3,0,4,2
1 season,NA,SAA,ABA,,2,NA,26,5,6,0.833,0,0,NA,5,6,0.833,0.833,0,0,NA,3,3,6,1,0,0,2,4,10
1 season,NA,LAL,NBA,,1,NA,5,0,0,NA,NA,NA,NA,0,0,NA,NA,1,3,0.333,NA,NA,0,0,NA,NA,NA,1,1
