,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,21,HOU,NBA,C,8,69,,,,6%,94%,-1.7,-2.1,0,0,8,1,0,0,3,0,2
2012-13,22,HOU,NBA,C,70,1110,,,,22%,78%,+5.2,+2.2,11,12,88,11,69,2,63,14,36
2013-14,23,HOU,NBA,C,11,100,,,,15%,85%,-5.7,-10.8,0,0,7,3,3,1,0,1,6
2014-15,24,DAL,NBA,PF,42,363,,,7%,76%,17%,-2.0,-5.5,3,1,30,4,19,1,21,1,9
2015-16,25,MIN,NBA,PF,18,192,,,,39%,61%,-18.3,-15.7,0,7,17,0,6,2,13,2,8
Career,,,NBA,,149,1834,,,1%,33%,65%,+0.5,-2.1,14,20,150,19,97,6,100,18,61
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,89,1279,,,,20%,80%,+4.0,+1.0,11,12,103,15,72,3,66,15,44
1 season,,DAL,NBA,,42,363,,,7%,76%,17%,-2.0,-5.5,3,1,30,4,19,1,21,1,9
1 season,,MIN,NBA,,18,192,,,,39%,61%,-18.3,-15.7,0,7,17,0,6,2,13,2,8
