,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,21,HOU,NBA,C,8,69,.636,3.1,1.000,.636,.364,.000,.000,.000,.636,.857,.250,,,,.286,.273,3,,,,0,0
2012-13,22,HOU,NBA,C,70,1110,.620,2.8,.996,.723,.266,.000,.007,.004,.623,.717,.370,,.500,.000,.753,.277,69,,.000,,1,0
2013-14,23,HOU,NBA,C,11,100,.643,2.5,1.000,.679,.321,.000,.000,.000,.643,.789,.333,,,,.444,.107,3,,,,0,0
2014-15,24,DAL,NBA,PF,42,363,.612,2.0,1.000,.816,.163,.020,.000,.000,.612,.625,.625,.000,,,.900,.163,5,,,,0,0
2015-16,25,MIN,NBA,PF,18,192,.563,1.4,1.000,.844,.156,.000,.000,.000,.563,.593,.400,,,,.778,.219,5,,,,0,0
Career,,,NBA,,149,1834,.617,2.6,.997,.739,.251,.003,.005,.003,.618,.701,.384,.000,.500,.000,.737,.246,85,,.000,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,89,1279,.623,2.8,.997,.716,.275,.000,.006,.003,.625,.728,.360,,.500,.000,.708,.262,75,,.000,,1,0
1 season,,DAL,NBA,,42,363,.612,2.0,1.000,.816,.163,.020,.000,.000,.612,.625,.625,.000,,,.900,.163,5,,,,0,0
1 season,,MIN,NBA,,18,192,.563,1.4,1.000,.844,.156,.000,.000,.000,.563,.593,.400,,,,.778,.219,5,,,,0,0
