Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,29,INJ,BAA,NA,56,NA,NA,97,302,0.321,75,115,0.652,NA,80,151,269
1949-50,30,TOT,NBA,NA,25,NA,NA,22,75,0.293,22,32,0.688,NA,8,54,66
1949-50,30,WSC,NBA,NA,22,NA,NA,21,65,0.323,20,30,0.667,NA,7,47,62
1949-50,30,BLB,NBA,NA,3,NA,NA,1,10,0.1,2,2,1,NA,1,7,4
Career,NA,,TOT,NA,81,NA,NA,119,377,0.316,97,147,0.66,NA,88,205,335
,NA,,BAA,NA,56,NA,NA,97,302,0.321,75,115,0.652,NA,80,151,269
,NA,,NBA,NA,25,NA,NA,22,75,0.293,22,32,0.688,NA,8,54,66
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INJ,BAA,NA,56,NA,NA,97,302,0.321,75,115,0.652,NA,80,151,269
1 season,NA,WSC,NBA,NA,22,NA,NA,21,65,0.323,20,30,0.667,NA,7,47,62
1 season,NA,BLB,NBA,NA,3,NA,NA,1,10,0.1,2,2,1,NA,1,7,4
