Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,29,INJ,BAA,NA,56,NA,NA,0.381,0.381,NA,NA,NA,NA,NA,0.7,1.5,2.1,NA
1949-50,30,TOT,NBA,NA,25,NA,NA,0.37,0.427,NA,NA,NA,NA,NA,-0.1,0.3,0.3,NA
1949-50,30,WSC,NBA,NA,22,NA,NA,0.396,0.462,NA,NA,NA,NA,NA,0.1,0.3,0.4,NA
1949-50,30,BLB,NBA,NA,3,NA,NA,0.184,0.2,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
Career,NA,,TOT,NA,81,NA,NA,0.379,0.39,NA,NA,NA,NA,NA,0.6,1.8,2.4,NA
,NA,,BAA,NA,56,NA,NA,0.381,0.381,NA,NA,NA,NA,NA,0.7,1.5,2.1,NA
,NA,,NBA,NA,25,NA,NA,0.37,0.427,NA,NA,NA,NA,NA,-0.1,0.3,0.3,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INJ,BAA,NA,56,NA,NA,0.381,0.381,NA,NA,NA,NA,NA,0.7,1.5,2.1,NA
1 season,NA,WSC,NBA,NA,22,NA,NA,0.396,0.462,NA,NA,NA,NA,NA,0.1,0.3,0.4,NA
1 season,NA,BLB,NBA,NA,3,NA,NA,0.184,0.2,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
