Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,29,INJ,BAA,NA,56,NA,NA,NA,NA,0.321,NA,NA,0.652,NA,NA,NA,NA
1949-50,30,TOT,NBA,NA,25,NA,NA,NA,NA,0.293,NA,NA,0.688,NA,NA,NA,NA
1949-50,30,WSC,NBA,NA,22,NA,NA,NA,NA,0.323,NA,NA,0.667,NA,NA,NA,NA
1949-50,30,BLB,NBA,NA,3,NA,NA,NA,NA,0.1,NA,NA,1,NA,NA,NA,NA
Career,NA,,TOT,NA,81,NA,NA,NA,NA,0.316,NA,NA,0.66,NA,NA,NA,NA
,NA,,BAA,NA,56,NA,NA,NA,NA,0.321,NA,NA,0.652,NA,NA,NA,NA
,NA,,NBA,NA,25,NA,NA,NA,NA,0.293,NA,NA,0.688,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INJ,BAA,NA,56,NA,NA,NA,NA,0.321,NA,NA,0.652,NA,NA,NA,NA
1 season,NA,WSC,NBA,NA,22,NA,NA,NA,NA,0.323,NA,NA,0.667,NA,NA,NA,NA
1 season,NA,BLB,NBA,NA,3,NA,NA,NA,NA,0.1,NA,NA,1,NA,NA,NA,NA
