Season,Team,Lg,Salary
1984-85,Washington Bullets,NBA,"$232,000"
1985-86,Washington Bullets,NBA,"$255,000"
1987-88,Washington Bullets,NBA,"$325,000"
1988-89,Houston Rockets,NBA,"$375,000"
1992-93,Phoenix Suns,NBA,"$140,000"
1993-94,Phoenix Suns,NBA,"$500,000"
Career,(may be incomplete),,"$1,827,000"
