,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,23,DET,NBA,PF,4,156,.457,11.7,.739,.304,.174,.174,.087,.261,.500,.643,.250,.625,.250,.333,.588,.000,0,1.000,.500,.333,0,0
2018-19,26,PHI,NBA,PF,12,443,.425,15.0,.623,.150,.204,.192,.078,.377,.471,.560,.353,.469,.615,.349,.408,.030,3,.955,.270,.353,0,0
Career,,,NBA,,16,599,.432,14.3,.648,.183,.197,.188,.080,.352,.478,.590,.333,.500,.529,.347,.455,.023,3,.962,.307,.348,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHI,NBA,,12,443,.425,15.0,.623,.150,.204,.192,.078,.377,.471,.560,.353,.469,.615,.349,.408,.030,3,.955,.270,.353,0,0
1 season,,DET,NBA,,4,156,.457,11.7,.739,.304,.174,.174,.087,.261,.500,.643,.250,.625,.250,.333,.588,.000,0,1.000,.500,.333,0,0
