,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,DET,NBA,PF,4,156,,,,90%,10%,-2.6,+40.7,0,5,3,1,6,0,30,1,4
2018-19,26,PHI,NBA,PF,12,443,,,1%,95%,4%,+6.6,+17.3,8,6,20,2,9,0,105,3,9
Career,,,NBA,,16,599,,,1%,94%,6%,+4.2,+23.4,8,11,23,3,15,0,135,4,13
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHI,NBA,,12,443,,,1%,95%,4%,+6.6,+17.3,8,6,20,2,9,0,105,3,9
1 season,,DET,NBA,,4,156,,,,90%,10%,-2.6,+40.7,0,5,3,1,6,0,30,1,4
