Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,MMF,ABA,SF,45,756,9.1,0.488,0.036,0.502,NA,NA,7.4,11,20.8,18.3,NA,0.4,0.7,1.1,0.069
1969-70,23,MMF,ABA,SF,5,114,8.5,0.518,0.057,0.486,NA,NA,8.8,12.7,29.8,19.1,NA,0.1,0.1,0.2,0.092
Career,NA,,ABA,,50,870,9,0.492,0.039,0.5,NA,NA,7.5,11.2,22,18.4,NA,0.6,0.8,1.3,0.072
