,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,31,TOT,NBA,SF,40,559,.441,11.5,.681,.450,.048,.052,.131,.319,.506,.592,.273,.333,.367,.301,.684,.035,7,1.000,.479,.314,0,0
2000-01,31,DET,NBA,SF,13,166,.394,17.5,.437,.211,.042,.085,.099,.563,.548,.800,.000,.333,.429,.275,.588,.000,0,1.000,.500,.300,0,0
2000-01,31,MIA,NBA,SF,27,393,.462,8.8,.791,.557,.051,.038,.146,.209,.496,.557,.375,.333,.348,.333,.710,.051,7,1.000,.455,.333,0,0
Career,,,NBA,,40,559,.441,11.5,.681,.450,.048,.052,.131,.319,.506,.592,.273,.333,.367,.301,.684,.035,7,1.000,.479,.314,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIA,NBA,,27,393,.462,8.8,.791,.557,.051,.038,.146,.209,.496,.557,.375,.333,.348,.333,.710,.051,7,1.000,.455,.333,0,0
1 season,,DET,NBA,,13,166,.394,17.5,.437,.211,.042,.085,.099,.563,.548,.800,.000,.333,.429,.275,.588,.000,0,1.000,.500,.300,0,0
