Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1993-94,23,BOS,NBA,C,74,8,1149,6.6,16.3,0.406,0,0,0,6.6,16.2,0.407,4.7,7,0.675,3.7,7.1,10.8,0.5,1,2.3,3.1,7.8,17.9,NA,92,108
1994-95,24,BOS,NBA,C,30,3,208,6.4,16.7,0.382,0,0,NA,6.4,16.7,0.382,3.4,7.1,0.483,4.7,6.4,11,0.5,1.5,2,3.4,9.6,16.2,NA,85,109
1995-96,25,TOR,NBA,C,42,7,655,9.2,21.7,0.424,0,0.2,0,9.2,21.5,0.429,6.4,9,0.719,4,6.1,10.1,2.1,1.4,2.9,3.9,5.7,24.8,NA,98,111
1996-97,26,TOT,NBA,C,47,0,500,7.1,19.1,0.372,0,0.5,0,7.1,18.6,0.383,5.7,8.9,0.643,3.7,6.5,10.2,2.1,1.6,3,3.7,6.5,19.9,NA,90,107
1996-97,26,TOR,NBA,C,38,0,457,6.8,18.2,0.376,0,0.6,0,6.8,17.6,0.388,5.1,8.1,0.629,3.8,6,9.9,2.1,1.4,3.1,3.8,6.3,18.8,NA,89,107
1996-97,26,MIL,NBA,C,9,0,43,10,28.7,0.348,0,0,NA,10,28.7,0.348,12.5,17.5,0.714,2.5,11.2,13.7,2.5,3.7,1.2,2.5,8.7,32.4,NA,98,100
Career,NA,,NBA,,193,18,2512,7.4,18.2,0.403,0,0.2,0,7.4,18.1,0.407,5.3,7.9,0.667,3.9,6.7,10.5,1.2,1.3,2.6,3.5,7.1,20,NA,93,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,104,11,1357,6.6,16.3,0.402,0,0,0,6.6,16.3,0.403,4.5,7,0.646,3.9,7,10.8,0.5,1.1,2.3,3.2,8,17.7,NA,91,108
2 seasons,NA,TOR,NBA,,80,7,1112,8.2,20.3,0.406,0,0.4,0,8.2,19.9,0.414,5.9,8.6,0.685,3.9,6.1,10,2.1,1.4,3,3.8,6,22.4,NA,94,110
1 season,NA,MIL,NBA,,9,0,43,10,28.7,0.348,0,0,NA,10,28.7,0.348,12.5,17.5,0.714,2.5,11.2,13.7,2.5,3.7,1.2,2.5,8.7,32.4,NA,98,100
