Season,Team,Lg,Salary
1992-93,Minnesota Timberwolves,NBA,"$2,100,000"
1993-94,Minnesota Timberwolves,NBA,"$2,730,000"
1994-95,Minnesota Timberwolves,NBA,"$3,360,000"
1995-96,Minnesota Timberwolves,NBA,"$3,910,000"
1996-97,Atlanta Hawks,NBA,"$4,500,000"
1997-98,Atlanta Hawks,NBA,"$5,050,000"
1998-99,Detroit Pistons,NBA,"$5,360,000"
1999-00,Detroit Pistons,NBA,"$6,062,500"
2000-01,Dallas Mavericks,NBA,"$6,625,000"
2001-02,Washington Wizards,NBA,"$4,500,000"
2002-03,Washington Wizards,NBA,"$5,062,500"
2003-04,Washington Wizards,NBA,"$5,625,000"
2004-05,Golden State Warriors,NBA,"$5,500,000"
2004-05,Miami Heat,NBA,"$1,100,000"
Career,(may be incomplete),,"$61,485,000"
