Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,20,SEA,NBA,SG,52,NA,650,8.7,21.7,0.402,3.6,5.3,0.688,0.7,2.4,3.1,3.6,1.4,0.4,4.3,21.1,NA,NA,102
1976-77,21,SEA,NBA,PG,50,NA,516,7.1,19.4,0.363,3.4,4.6,0.736,1.1,2.8,3.9,5.2,1.1,0.3,4.2,17.5,NA,NA,103
Career,NA,,NBA,,102,NA,1166,8,20.7,0.386,3.5,5,0.708,0.9,2.6,3.5,4.3,1.3,0.4,4.2,19.5,NA,NA,103
