,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,MIL,NBA,PG,5,162,100%,,,,,-1.6,+29.2,13,1,9,1,6,0,71,2,1
2006-07,23,TOR,NBA,PG,6,136,100%,,,,,-11.5,-10.8,5,6,2,2,9,1,53,3,2
2007-08,24,TOR,NBA,PG,5,124,100%,,,,,-10.6,-10.9,7,2,4,1,7,1,75,2,3
2010-11,27,IND,NBA,PG,2,14,100%,,,,,+23.7,+33.8,2,0,0,0,0,0,4,0,0
Career,,,NBA,,18,436,100%,,,,,-6.4,+5.5,27,9,15,4,22,2,203,7,6
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,11,260,100%,,,,,-11.1,-10.8,12,8,6,3,16,2,128,5,5
1 season,,MIL,NBA,,5,162,100%,,,,,-1.6,+29.2,13,1,9,1,6,0,71,2,1
1 season,,IND,NBA,,2,14,100%,,,,,+23.7,+33.8,2,0,0,0,0,0,4,0,0
